time,open,high,low,close,volume
2022-02-07 20:00:00,448.08,448.14,448.08,448.13,11276
2022-02-07 19:55:00,448.2,448.2,448.05,448.05,1682
2022-02-07 19:50:00,448.0,448.18,448.0,448.18,1630
2022-02-07 19:45:00,447.95,448.0,447.92,448.0,2956
2022-02-07 19:40:00,448.02,448.02,447.89,447.93,990
2022-02-07 19:35:00,447.98,448.03,447.98,448.03,1483
2022-02-07 19:30:00,447.87,447.92,447.75,447.87,10915
2022-02-07 19:25:00,448.15,448.15,447.77,447.8,15302
2022-02-07 19:20:00,448.2,448.29,448.19,448.29,1820
2022-02-07 19:15:00,448.12,448.12,448.09,448.09,943
2022-02-07 19:10:00,448.35,448.35,448.22,448.22,3272
2022-02-07 19:05:00,448.3,448.4,448.3,448.34,4855
2022-02-07 19:00:00,448.18,448.25,448.18,448.25,1314
2022-02-07 18:55:00,448.22,448.22,448.13,448.13,1232
2022-02-07 18:50:00,448.1,448.17,448.1,448.17,517
2022-02-07 18:45:00,448.09,448.09,448.05,448.08,1529
2022-02-07 18:40:00,448.05,448.15,448.02,448.15,2028
2022-02-07 18:35:00,448.14,448.18,448.04,448.04,8308
2022-02-07 18:30:00,448.26,448.26,448.19,448.21,5161
2022-02-07 18:25:00,448.07,448.3,448.0,448.26,67231
2022-02-07 18:20:00,447.99,447.99,447.95,447.97,6264
2022-02-07 18:15:00,447.84,447.94,447.8,447.88,17296
2022-02-07 18:10:00,447.95,447.95,447.75,447.77,22059
2022-02-07 18:05:00,448.05,448.08,447.84,447.88,46017
2022-02-07 18:00:00,448.05,448.08,448.05,448.05,7938
2022-02-07 17:55:00,448.05,448.05,448.05,448.05,167
2022-02-07 17:50:00,448.05,448.13,448.05,448.1,19295
2022-02-07 17:45:00,448.0,448.05,447.99,448.04,5370
2022-02-07 17:40:00,448.0,448.03,447.99,447.99,4032
2022-02-07 17:35:00,447.91,447.92,447.91,447.92,258
2022-02-07 17:30:00,447.99,447.99,447.91,447.91,1764
2022-02-07 17:25:00,447.88,448.03,447.88,448.0,9327
2022-02-07 17:20:00,447.9,447.9,447.9,447.9,355
2022-02-07 17:15:00,447.96,447.96,447.95,447.95,2181
2022-02-07 17:10:00,447.94,448.02,447.94,447.96,13236
2022-02-07 17:05:00,447.96,448.03,447.26,448.0,190986
2022-02-07 17:00:00,448.0,448.08,447.9,447.95,119384
2022-02-07 16:55:00,447.9,448.05,447.26,448.05,167805
2022-02-07 16:50:00,447.92,447.92,447.26,447.83,78695
2022-02-07 16:45:00,447.96,447.97,447.26,447.91,25086
2022-02-07 16:40:00,447.99,448.05,447.95,447.98,48526
2022-02-07 16:35:00,447.97,447.98,447.79,447.98,51305
2022-02-07 16:30:00,447.85,447.99,447.85,447.98,40948
2022-02-07 16:25:00,447.83,447.87,447.75,447.76,59683
2022-02-07 16:20:00,447.88,447.99,447.68,447.82,134393
2022-02-07 16:15:00,447.68,447.93,447.66,447.85,240805
2022-02-07 16:10:00,447.73,447.9,447.1226,447.66,1407629
2022-02-07 16:05:00,447.23,447.76,447.17,447.72,890891
2022-02-07 16:00:00,446.15,447.28,445.85,447.23,6930175
2022-02-07 15:55:00,447.1,447.985,446.0,446.14,3976250
2022-02-07 15:50:00,447.62,447.62,446.93,447.09,3080782
2022-02-07 15:45:00,447.94,448.09,447.56,447.62,1683270
2022-02-07 15:40:00,449.07,449.27,447.87,447.95,1588799
2022-02-07 15:35:00,449.1,449.4998,448.81,449.07,1224535
2022-02-07 15:30:00,449.93,450.13,448.93,449.0846,1162212
2022-02-07 15:25:00,450.445,450.505,449.755,449.91,854005
2022-02-07 15:20:00,450.965,450.99,450.435,450.45,582597
2022-02-07 15:15:00,450.2,450.979,450.03,450.96,1030273
2022-02-07 15:10:00,450.28,450.4,449.76,450.2,742468
2022-02-07 15:05:00,449.9,450.305,449.5,450.29,792144
2022-02-07 15:00:00,450.03,450.21,449.82,449.93,495696
2022-02-07 14:55:00,450.0,450.09,449.72,450.0205,416184
2022-02-07 14:50:00,450.34,450.46,449.94,450.01,872822
2022-02-07 14:45:00,449.95,450.46,449.81,450.34,570530
2022-02-07 14:40:00,450.08,450.34,449.8,449.9532,656592
2022-02-07 14:35:00,450.08,450.22,449.811,450.075,633035
2022-02-07 14:30:00,449.22,450.08,449.14,450.078,641458
2022-02-07 14:25:00,449.31,449.55,449.03,449.22,438017
2022-02-07 14:20:00,448.99,449.595,448.88,449.31,589575
2022-02-07 14:15:00,448.91,449.2,448.9,448.98,317114
2022-02-07 14:10:00,449.36,449.38,448.84,448.9,385762
2022-02-07 14:05:00,449.43,449.47,449.14,449.37,517958
2022-02-07 14:00:00,448.8622,449.61,448.8622,449.42,518262
2022-02-07 13:55:00,448.74,449.09,448.59,448.88,351965
2022-02-07 13:50:00,449.19,449.35,448.6,448.74,557010
2022-02-07 13:45:00,449.28,449.43,449.13,449.19,404373
2022-02-07 13:40:00,449.08,449.3401,448.955,449.27,1225935
2022-02-07 13:35:00,449.0,449.36,448.97,449.07,517404
2022-02-07 13:30:00,448.66,449.14,448.545,448.99,447956
2022-02-07 13:25:00,448.67,448.96,448.54,448.67,382871
2022-02-07 13:20:00,448.92,448.94,448.46,448.65,479161
2022-02-07 13:15:00,448.6,449.12,448.44,448.925,875017
2022-02-07 13:10:00,448.16,448.665,448.055,448.605,572010
2022-02-07 13:05:00,447.63,448.48,447.44,448.17,1031191
2022-02-07 13:00:00,447.67,447.92,447.51,447.6201,432964
2022-02-07 12:55:00,447.81,447.99,447.59,447.66,962849
2022-02-07 12:50:00,447.52,448.04,447.38,447.83,561726
2022-02-07 12:45:00,447.03,447.645,447.03,447.53,586773
2022-02-07 12:40:00,447.57,447.79,446.765,447.03,667231
2022-02-07 12:35:00,447.33,447.74,446.9,447.57,752543
2022-02-07 12:30:00,448.03,448.14,447.255,447.34,779355
2022-02-07 12:25:00,447.75,448.18,447.63,448.02,473110
2022-02-07 12:20:00,447.53,448.02,447.39,447.75,428453
2022-02-07 12:15:00,447.41,447.76,447.33,447.55,474746
2022-02-07 12:10:00,448.1,448.1,447.32,447.4,460918
2022-02-07 12:05:00,448.19,448.24,447.54,448.09,949644
2022-02-07 12:00:00,447.615,448.32,447.5005,448.19,700236
2022-02-07 11:55:00,447.64,447.83,447.33,447.6,773126
2022-02-07 11:50:00,447.235,447.6758,447.2,447.65,988961
2022-02-07 11:45:00,447.73,447.89,447.11,447.24,1430371
2022-02-07 11:40:00,448.575,448.75,447.57,447.7,1251208
