time,open,high,low,close,volume
2021-08-11 20:00:00,443.6,443.6,443.56,443.57,2510
2021-08-11 19:55:00,443.56,443.58,443.56,443.58,1633
2021-08-11 19:50:00,443.58,443.58,443.55,443.56,2494
2021-08-11 19:45:00,443.63,443.63,443.59,443.59,3180
2021-08-11 19:35:00,443.61,443.61,443.58,443.58,929
2021-08-11 19:30:00,443.61,443.61,443.61,443.61,386
2021-08-11 19:25:00,443.62,443.67,443.61,443.67,4552
2021-08-11 19:20:00,443.64,443.66,443.6,443.6,751
2021-08-11 19:15:00,443.61,443.61,443.57,443.57,1104
2021-08-11 19:10:00,443.62,443.62,443.58,443.59,2458
2021-08-11 19:05:00,443.59,443.61,443.59,443.61,1107
2021-08-11 19:00:00,443.61,443.63,443.59,443.59,2431
2021-08-11 18:55:00,443.6,443.61,443.6,443.61,2256
2021-08-11 18:50:00,443.6,443.62,443.6,443.61,2488
2021-08-11 18:45:00,443.61,443.61,443.61,443.61,2137
2021-08-11 18:40:00,443.61,443.64,443.61,443.61,2652
2021-08-11 18:35:00,443.61,443.61,443.61,443.61,2500
2021-08-11 18:30:00,443.67,443.67,443.66,443.66,2138
2021-08-11 18:25:00,443.72,443.72,443.69,443.69,850
2021-08-11 18:20:00,443.69,443.71,443.65,443.65,1931
2021-08-11 18:15:00,443.73,443.74,443.69,443.69,844
2021-08-11 18:10:00,443.64,443.7,443.62,443.7,2827
2021-08-11 18:05:00,443.66,443.7,443.6,443.69,13037
2021-08-11 18:00:00,443.65,443.69,443.65,443.69,697
2021-08-11 17:55:00,443.61,443.61,443.61,443.61,350
2021-08-11 17:50:00,443.68,443.68,443.61,443.61,5667
2021-08-11 17:40:00,443.69,443.7,443.68,443.7,452
2021-08-11 17:35:00,443.66,443.69,443.62,443.62,2687
2021-08-11 17:30:00,443.63,443.69,443.63,443.69,1215
2021-08-11 17:25:00,443.66,443.66,443.6,443.6,3014
2021-08-11 17:20:00,443.68,443.78,443.62,443.62,32051
2021-08-11 17:15:00,443.72,443.72,443.64,443.65,1376
2021-08-11 17:10:00,443.73,443.74,443.62,443.62,16931
2021-08-11 17:05:00,443.8,443.8,443.73,443.755,1753
2021-08-11 17:00:00,443.79,443.79,443.735,443.75,4553
2021-08-11 16:55:00,443.76,443.8,443.76,443.78,21000
2021-08-11 16:50:00,443.79,443.79,443.72,443.76,144245
2021-08-11 16:45:00,443.78,443.79,443.76,443.78,34058
2021-08-11 16:40:00,443.76,443.78,443.75,443.76,1163683
2021-08-11 16:35:00,443.7,443.77,443.69,443.77,28017
2021-08-11 16:30:00,443.65,443.71,443.65,443.71,66829
2021-08-11 16:25:00,443.65,443.67,443.65,443.65,21827
2021-08-11 16:20:00,443.63,443.78,443.63,443.65,44065
2021-08-11 16:15:00,443.66,443.7,443.63,443.65,47187
2021-08-11 16:10:00,443.71,443.78,443.62,443.66,1913024
2021-08-11 16:05:00,443.73,443.78,443.65,443.7,1075986
2021-08-11 16:00:00,443.52,443.79,443.48,443.74,3207327
2021-08-11 15:55:00,443.58,443.69,443.39,443.51,1742081
2021-08-11 15:50:00,443.42,443.64,443.38,443.59,598863
2021-08-11 15:45:00,443.4999,443.53,443.38,443.4199,659730
2021-08-11 15:40:00,443.67,443.68,443.49,443.49,336943
2021-08-11 15:35:00,443.7,443.725,443.59,443.679,639404
2021-08-11 15:30:00,443.7,443.75,443.67,443.6997,318458
2021-08-11 15:25:00,443.61,443.72,443.59,443.6997,443726
2021-08-11 15:20:00,443.63,443.65,443.53,443.605,478572
2021-08-11 15:15:00,443.6,443.69,443.57,443.63,760134
2021-08-11 15:10:00,443.465,443.61,443.425,443.6,379372
2021-08-11 15:05:00,443.399,443.49,443.38,443.47,224679
2021-08-11 15:00:00,443.33,443.415,443.32,443.39,143452
2021-08-11 14:55:00,443.38,443.38,443.285,443.335,153203
