time,open,high,low,close,volume
2022-04-08 20:00:00,447.2,447.24,447.2,447.24,3193
2022-04-08 19:55:00,447.2,447.25,447.2,447.25,1464
2022-04-08 19:50:00,447.2,447.2,447.19,447.19,369
2022-04-08 19:45:00,447.17,447.21,447.16,447.16,779
2022-04-08 19:40:00,447.25,447.25,447.19,447.19,626
2022-04-08 19:35:00,447.29,447.29,447.23,447.23,579
2022-04-08 19:30:00,447.28,447.29,447.28,447.29,205
2022-04-08 19:20:00,447.3,447.3,447.24,447.3,1164
2022-04-08 19:15:00,447.28,447.28,447.24,447.25,1374
2022-04-08 19:10:00,447.3,447.3,447.3,447.3,813
2022-04-08 19:05:00,447.3,447.32,447.3,447.3,4630
2022-04-08 19:00:00,447.32,447.32,447.29,447.31,5558
2022-04-08 18:55:00,447.3,447.32,447.3,447.32,4544
2022-04-08 18:50:00,447.12,447.31,447.12,447.3,5956
2022-04-08 18:40:00,447.22,447.22,447.22,447.22,313
2022-04-08 18:35:00,447.11,447.11,447.11,447.11,334
2022-04-08 18:25:00,447.16,447.16,447.1,447.1,1063
2022-04-08 18:20:00,447.16,447.16,447.16,447.16,412
2022-04-08 18:15:00,447.15,447.15,447.15,447.15,375
2022-04-08 18:05:00,447.18,447.18,447.12,447.12,905
2022-04-08 18:00:00,447.15,447.15,447.08,447.08,3419
2022-04-08 17:55:00,447.22,447.22,447.11,447.15,3325
2022-04-08 17:50:00,447.28,447.28,447.25,447.25,2045
2022-04-08 17:45:00,447.32,447.32,447.28,447.2801,935
2022-04-08 17:40:00,447.32,447.32,447.28,447.28,1002
2022-04-08 17:35:00,447.22,447.32,447.22,447.32,852
2022-04-08 17:30:00,447.23,447.23,447.22,447.22,3006
2022-04-08 17:25:00,447.24,447.24,447.22,447.24,4012
2022-04-08 17:20:00,447.28,447.28,447.24,447.24,8170
2022-04-08 17:15:00,447.4,447.43,447.21,447.21,683279
2022-04-08 17:10:00,447.48,447.57,447.38,447.38,9297
2022-04-08 17:05:00,447.54,447.57,447.42,447.4501,29846
2022-04-08 17:00:00,447.3,447.45,447.3,447.41,24782
2022-04-08 16:55:00,447.45,447.45,447.24,447.27,29554
2022-04-08 16:50:00,447.43,447.47,447.41,447.47,12323
2022-04-08 16:45:00,447.43,447.46,447.38,447.43,16965
2022-04-08 16:40:00,447.5,447.57,447.43,447.43,56402
2022-04-08 16:35:00,447.54,447.6,447.47,447.52,50527
2022-04-08 16:30:00,447.58,447.59,447.52,447.57,269847
2022-04-08 16:25:00,447.39,447.64,447.3,447.57,121286
2022-04-08 16:20:00,447.49,448.0038,447.35,447.3899,1474438
2022-04-08 16:15:00,447.74,447.74,447.4,447.49,3025883
2022-04-08 16:10:00,447.73,447.78,447.57,447.74,546972
2022-04-08 16:05:00,447.65,448.04,447.57,447.75,4100616
