time,open,high,low,close,volume
2022-08-05 20:00:00,412.82,412.95,412.78,412.95,7323
2022-08-05 19:55:00,412.92,412.99,412.85,412.85,4360
2022-08-05 19:50:00,412.88,412.9,412.8,412.8,1506
2022-08-05 19:45:00,412.99,412.99,412.11,412.76,11103
2022-08-05 19:40:00,413.05,413.1,413.05,413.07,3856
2022-08-05 19:30:00,413.0499,413.0499,412.9801,412.9801,608
2022-08-05 19:20:00,412.97,412.97,412.97,412.97,307
2022-08-05 19:15:00,412.97,412.97,412.97,412.97,227
2022-08-05 19:10:00,412.95,412.95,412.95,412.95,4783
2022-08-05 19:05:00,413.04,413.05,412.99,412.99,3367
2022-08-05 19:00:00,413.07,413.07,413.07,413.07,443
2022-08-05 18:55:00,413.02,413.09,413.02,413.09,726
2022-08-05 18:50:00,413.01,413.1,413.01,413.1,7307
2022-08-05 18:45:00,412.99,413.05,412.99,413.05,604
2022-08-05 18:40:00,413.0,413.0,412.95,412.95,3055
2022-08-05 18:35:00,413.03,413.06,413.03,413.06,580
2022-08-05 18:30:00,412.95,412.95,412.95,412.95,524
2022-08-05 18:25:00,412.98,412.98,412.95,412.95,3076
2022-08-05 18:20:00,412.97,412.99,412.97,412.99,1597
2022-08-05 18:15:00,412.95,412.99,412.95,412.97,2732
2022-08-05 18:10:00,412.98,412.98,412.95,412.98,615
2022-08-05 18:05:00,412.96,412.96,412.95,412.95,1015
2022-08-05 18:00:00,413.01,413.01,412.99,412.99,3535
2022-08-05 17:55:00,413.01,413.05,413.01,413.04,2291
2022-08-05 17:50:00,413.02,413.02,413.02,413.02,648
2022-08-05 17:45:00,413.08,413.08,413.08,413.08,194
2022-08-05 17:40:00,413.04,413.09,413.04,413.06,1904
2022-08-05 17:35:00,413.03,413.06,413.03,413.06,395
2022-08-05 17:30:00,413.09,413.09,413.06,413.06,1318
2022-08-05 17:25:00,413.06,413.1,413.04,413.06,5146
2022-08-05 17:20:00,413.15,413.15,413.02,413.05,15128
2022-08-05 17:15:00,413.11,413.1399,413.01,413.01,19114
2022-08-05 17:10:00,413.05,413.16,413.05,413.06,32684
2022-08-05 17:05:00,412.99,413.1,412.99,413.01,5933
2022-08-05 17:00:00,413.0,413.02,412.99,413.02,8527
2022-08-05 16:55:00,412.97,413.0,412.97,413.0,4557
2022-08-05 16:50:00,412.98,413.04,412.94,412.94,44314
2022-08-05 16:45:00,413.03,413.05,412.88,412.98,261209
2022-08-05 16:40:00,413.14,413.14,413.0,413.06,10801
2022-08-05 16:35:00,413.17,413.47,413.04,413.09,84554
2022-08-05 16:30:00,413.1,413.47,413.07,413.16,326332
2022-08-05 16:25:00,413.06,413.16,413.0,413.08,91497
2022-08-05 16:20:00,412.94,413.05,412.9,413.05,67919
2022-08-05 16:15:00,412.91,413.47,412.85,412.93,172883
2022-08-05 16:10:00,413.06,413.08,412.9,412.93,1061891
2022-08-05 16:05:00,413.41,413.47,413.03,413.03,988843
2022-08-05 16:00:00,413.3,413.71,413.2,413.43,2143446
2022-08-05 15:55:00,413.28,413.64,413.06,413.31,1449803
2022-08-05 15:50:00,412.82,413.43,412.82,413.295,1193550
2022-08-05 15:45:00,412.5,412.85,412.47,412.83,637444
2022-08-05 15:40:00,412.68,412.8,412.5,412.51,578773
2022-08-05 15:35:00,412.48,412.74,412.4036,412.67,357901
2022-08-05 15:30:00,412.3358,412.58,412.17,412.4986,638155
2022-08-05 15:25:00,412.29,412.445,412.0,412.32,575131
2022-08-05 15:20:00,412.3501,412.61,412.18,412.285,397191
2022-08-05 15:15:00,412.15,412.54,412.1421,412.37,571466
2022-08-05 15:10:00,412.19,412.2578,411.81,412.16,471859
2022-08-05 15:05:00,412.0,412.34,411.97,412.21,558705
2022-08-05 15:00:00,412.1099,412.12,411.5399,412.015,583699
2022-08-05 14:55:00,412.01,412.26,411.8,412.105,593704
2022-08-05 14:50:00,412.1,412.23,411.935,412.03,322103
2022-08-05 14:45:00,411.9501,412.15,411.7,412.103,397065
2022-08-05 14:40:00,412.12,412.1799,411.88,411.96,398528
2022-08-05 14:35:00,411.6235,412.14,411.43,412.11,577183
2022-08-05 14:30:00,412.59,412.62,411.62,411.6332,555334
2022-08-05 14:25:00,412.5,412.67,412.3976,412.5896,460480
2022-08-05 14:20:00,412.14,412.58,412.07,412.5002,360787
