time,open,high,low,close,volume
2021-11-09 20:00:00,466.5,466.54,466.48,466.48,15048
2021-11-09 19:55:00,466.45,466.48,466.42,466.46,18857
2021-11-09 19:50:00,466.57,466.61,466.44,466.45,18501
2021-11-09 19:45:00,466.6,466.6,466.56,466.59,4848
2021-11-09 19:40:00,466.65,466.66,466.61,466.63,2177
2021-11-09 19:35:00,466.67,466.71,466.67,466.71,5483
2021-11-09 19:30:00,466.61,466.65,466.6,466.64,1766
2021-11-09 19:25:00,466.76,466.76,466.61,466.61,1799
2021-11-09 19:20:00,466.77,466.77,466.77,466.77,447
2021-11-09 19:15:00,466.72,466.76,466.71,466.76,1143
2021-11-09 19:10:00,466.88,466.88,466.75,466.75,1746
2021-11-09 19:05:00,466.76,466.99,466.75,466.9,24714
2021-11-09 19:00:00,466.76,466.76,466.71,466.73,822
2021-11-09 18:55:00,466.74,466.74,466.66,466.7,1555
2021-11-09 18:50:00,466.84,466.91,466.76,466.76,11120
2021-11-09 18:45:00,466.84,466.89,466.84,466.88,4464
2021-11-09 18:40:00,466.83,466.83,466.77,466.78,1150
2021-11-09 18:35:00,466.74,466.82,466.74,466.82,5709
2021-11-09 18:30:00,466.69,466.79,466.69,466.79,5937
2021-11-09 18:25:00,466.78,466.78,466.7,466.7,3351
2021-11-09 18:20:00,466.87,466.87,466.7,466.72,7202
2021-11-09 18:15:00,466.89,467.0,466.83,466.89,20508
2021-11-09 18:10:00,466.91,466.91,466.79,466.84,5735
2021-11-09 18:05:00,467.03,467.03,466.76,466.91,29262
2021-11-09 18:00:00,467.0,467.09,467.0,467.06,15390
2021-11-09 17:55:00,467.01,467.01,466.98,466.98,844
2021-11-09 17:50:00,466.95,466.95,466.95,466.95,2183
2021-11-09 17:45:00,466.93,466.95,466.93,466.95,4703
2021-11-09 17:40:00,466.9301,466.9301,466.93,466.93,580
2021-11-09 17:35:00,466.93,466.97,466.93,466.97,1024
2021-11-09 17:30:00,466.93,466.95,466.92,466.95,849
2021-11-09 17:25:00,467.04,467.04,466.92,467.04,1487
2021-11-09 17:15:00,466.97,466.97,466.9,466.9,10726
2021-11-09 17:10:00,466.97,466.97,466.97,466.97,248
2021-11-09 17:05:00,466.89,467.14,466.89,467.13,4715
2021-11-09 17:00:00,467.02,467.38,467.01,467.01,66346
2021-11-09 16:55:00,467.06,467.38,467.01,467.03,45014
2021-11-09 16:50:00,467.04,467.06,467.02,467.06,2298
2021-11-09 16:45:00,467.08,467.38,467.03,467.03,426686
2021-11-09 16:40:00,467.01,467.12,467.01,467.08,5187
2021-11-09 16:35:00,466.95,467.0,466.95,467.0,13115
2021-11-09 16:30:00,467.03,467.06,466.94,466.94,8517
2021-11-09 16:25:00,467.04,467.1,467.0,467.01,54184
2021-11-09 16:20:00,467.11,467.14,467.0,467.03,65023
2021-11-09 16:15:00,467.11,467.14,467.01,467.07,78766
2021-11-09 16:10:00,467.1,467.19,467.05,467.11,826386
2021-11-09 16:05:00,467.41,467.44,467.03,467.14,425932
2021-11-09 16:00:00,467.1,467.495,467.02,467.39,2297939
2021-11-09 15:55:00,467.01,467.16,466.915,467.09,1066244
2021-11-09 15:50:00,467.26,467.325,466.91,467.01,867255
2021-11-09 15:45:00,466.87,467.32,466.84,467.26,820656
2021-11-09 15:40:00,466.8,466.91,466.64,466.87,451007
2021-11-09 15:35:00,466.81,466.88,466.53,466.8,750769
2021-11-09 15:30:00,467.01,467.04,466.78,466.81,304332
2021-11-09 15:25:00,466.63,467.04,466.6,467.015,490633
2021-11-09 15:20:00,466.78,466.98,466.6,466.62,374409
2021-11-09 15:15:00,467.03,467.08,466.735,466.75,230863
2021-11-09 15:10:00,467.05,467.13,466.78,467.02,260903
2021-11-09 15:05:00,467.14,467.19,466.93,467.05,687854
2021-11-09 15:00:00,466.95,467.1697,466.86,467.14,317393
2021-11-09 14:55:00,466.92,466.98,466.6214,466.95,552070
2021-11-09 14:50:00,466.9461,467.08,466.9,466.91,188595
2021-11-09 14:45:00,466.95,467.09,466.865,466.9468,285994
2021-11-09 14:40:00,466.655,466.96,466.57,466.95,177814
2021-11-09 14:35:00,466.68,466.7875,466.56,466.67,161746
2021-11-09 14:30:00,466.79,466.949,466.565,466.69,625167
2021-11-09 14:25:00,466.74,467.06,466.6601,466.805,663536
2021-11-09 14:20:00,466.36,466.8,466.34,466.75,653315
2021-11-09 14:15:00,466.3,466.37,466.15,466.36,315418
2021-11-09 14:10:00,466.41,466.52,466.28,466.3,296605
2021-11-09 14:05:00,466.1682,466.5476,466.04,466.42,462665
2021-11-09 14:00:00,466.1,466.28,465.94,466.17,465086
2021-11-09 13:55:00,466.22,466.36,466.02,466.095,968304
2021-11-09 13:50:00,466.37,466.57,466.115,466.205,568805
2021-11-09 13:45:00,466.42,466.57,466.31,466.37,213826
2021-11-09 13:40:00,466.755,466.78,466.38,466.401,259759
2021-11-09 13:35:00,466.58,466.86,466.57,466.76,313090
2021-11-09 13:30:00,466.98,467.0,466.4008,466.58,297523
2021-11-09 13:25:00,467.08,467.08,466.855,466.99,187172
2021-11-09 13:20:00,466.775,467.13,466.71,467.061,266583
2021-11-09 13:15:00,466.99,466.99,466.73,466.77,299828
2021-11-09 13:10:00,466.81,467.075,466.64,466.99,604734
2021-11-09 13:05:00,466.66,466.89,466.6,466.82,384504
2021-11-09 13:00:00,466.91,466.95,466.61,466.66,369481
2021-11-09 12:55:00,466.87,467.19,466.845,466.91,539917
2021-11-09 12:50:00,466.8181,466.98,466.66,466.8625,334670
2021-11-09 12:45:00,466.565,466.86,466.3,466.8,444783
2021-11-09 12:40:00,466.69,466.8,466.33,466.57,332773
2021-11-09 12:35:00,466.41,466.77,466.28,466.7,410412
2021-11-09 12:30:00,466.7,466.835,466.24,466.42,387269
2021-11-09 12:25:00,466.6099,466.79,466.48,466.685,315729
2021-11-09 12:20:00,466.675,466.87,466.5799,466.6,265285
2021-11-09 12:15:00,466.24,466.8,466.24,466.67,843725
2021-11-09 12:10:00,466.145,466.4,465.88,466.23,786824
2021-11-09 12:05:00,466.56,466.57,466.06,466.13,663551
2021-11-09 12:00:00,466.72,466.72,466.43,466.59,509994
2021-11-09 11:55:00,467.13,467.19,466.64,466.72,294118
2021-11-09 11:50:00,467.47,467.49,467.02,467.14,417836
2021-11-09 11:45:00,466.78,467.495,466.74,467.48,371429
2021-11-09 11:40:00,466.85,467.15,466.7099,466.76,279886
2021-11-09 11:35:00,466.68,467.14,466.65,466.85,502890
2021-11-09 11:30:00,466.85,466.94,466.571,466.69,507869
2021-11-09 11:25:00,467.05,467.29,466.81,466.84,566040
2021-11-09 11:20:00,466.72,467.13,466.6,467.08,413412
2021-11-09 11:15:00,467.21,467.21,466.31,466.74,689918
2021-11-09 11:10:00,467.6,467.61,467.17,467.205,247353
2021-11-09 11:05:00,467.26,467.64,467.25,467.615,407770
2021-11-09 11:00:00,467.53,467.595,467.11,467.26,476501
2021-11-09 10:55:00,467.61,467.71,467.33,467.54,515614
2021-11-09 10:50:00,467.96,467.96,467.58,467.61,427386
2021-11-09 10:45:00,467.5,467.98,467.4484,467.965,461152
2021-11-09 10:40:00,467.869,467.87,467.36,467.4849,638157
2021-11-09 10:35:00,467.2,467.9,467.15,467.86,1207704
2021-11-09 10:30:00,466.8,467.37,466.77,467.2,737184
2021-11-09 10:25:00,466.91,467.14,466.54,466.79,667373
2021-11-09 10:20:00,467.17,467.56,466.73,466.9,1259692
2021-11-09 10:15:00,466.43,467.2,466.23,467.18,1324058
2021-11-09 10:10:00,466.33,467.14,466.27,466.43,1359515
2021-11-09 10:05:00,466.95,467.46,466.15,466.35,2230703
2021-11-09 10:00:00,468.055,468.23,466.46,466.95,1795636
2021-11-09 09:55:00,468.46,468.629,467.9,468.055,1293652
2021-11-09 09:50:00,468.85,469.02,468.29,468.465,987571
2021-11-09 09:45:00,469.05,469.23,468.845,468.8536,735436
2021-11-09 09:40:00,469.34,469.48,468.98,469.0505,901957
2021-11-09 09:35:00,469.32,469.57,469.2418,469.33,1385418
2021-11-09 09:30:00,469.26,469.41,469.26,469.34,53743
2021-11-09 09:25:00,469.26,469.34,469.26,469.27,26778
2021-11-09 09:20:00,469.08,469.26,469.08,469.25,22386
2021-11-09 09:15:00,469.08,469.12,469.05,469.08,12870
2021-11-09 09:10:00,469.17,469.17,469.07,469.08,8608
2021-11-09 09:05:00,469.13,469.21,469.1,469.14,22356
2021-11-09 09:00:00,469.07,469.07,468.97,469.07,45445
2021-11-09 08:55:00,469.2,469.25,469.12,469.12,9021
2021-11-09 08:50:00,469.18,469.25,469.15,469.21,48638
2021-11-09 08:45:00,468.95,469.16,468.95,469.16,26840
2021-11-09 08:40:00,468.92,468.95,468.86,468.95,16783
2021-11-09 08:35:00,468.8,468.95,468.79,468.9,38335
2021-11-09 08:30:00,468.63,468.71,468.61,468.69,8423
2021-11-09 08:25:00,468.68,468.68,468.62,468.63,16567
2021-11-09 08:20:00,468.59,468.65,468.57,468.65,9279
2021-11-09 08:15:00,468.6,468.61,468.54,468.58,12805
2021-11-09 08:10:00,468.4,468.58,468.39,468.55,9166
2021-11-09 08:05:00,469.0404,469.1001,467.9,468.35,98113
2021-11-09 08:00:00,468.51,468.55,468.36,468.4,21117
2021-11-09 07:55:00,468.53,468.59,468.49,468.52,31406
2021-11-09 07:50:00,468.69,468.69,468.27,468.51,15328
2021-11-09 07:45:00,468.83,468.9,468.65,468.66,16178
2021-11-09 07:40:00,468.94,468.94,468.8,468.85,5089
2021-11-09 07:35:00,469.05,469.05,468.95,468.95,2203
2021-11-09 07:30:00,468.94,469.05,468.94,469.05,2252
