time,open,high,low,close,volume
2022-10-05 20:00:00,378.4701,378.61,378.42,378.59,35618
2022-10-05 19:55:00,378.11,378.62,378.07,378.46,36235
2022-10-05 19:50:00,377.9,378.13,377.9,378.1,19469
2022-10-05 19:45:00,377.7,377.9,377.7,377.9,7073
2022-10-05 19:40:00,377.65,377.7,377.64,377.7,13327
2022-10-05 19:35:00,377.55,377.66,377.55,377.63,3031
2022-10-05 19:30:00,377.7,377.71,377.53,377.53,3802
2022-10-05 19:25:00,377.57,377.7,377.57,377.7,4274
2022-10-05 19:20:00,377.39,377.7,377.39,377.55,8071
2022-10-05 19:15:00,377.25,377.49,377.25,377.46,6999
2022-10-05 19:10:00,377.27,377.27,377.2,377.25,9348
2022-10-05 19:05:00,377.5,377.5,377.27,377.29,2658
2022-10-05 19:00:00,377.46,377.5,377.36,377.4,8577
2022-10-05 18:55:00,377.24,377.5,377.21,377.42,5364
2022-10-05 18:50:00,377.29,377.34,377.29,377.34,2119
2022-10-05 18:45:00,377.33,377.34,377.24,377.3,4316
2022-10-05 18:40:00,377.0,377.35,377.0,377.35,20426
2022-10-05 18:35:00,376.97,377.0,376.86,377.0,15794
2022-10-05 18:30:00,377.07,377.07,376.94,377.0,11273
2022-10-05 18:25:00,377.06,377.15,376.9,377.09,12521
2022-10-05 18:20:00,376.88,377.14,376.87,377.14,15471
2022-10-05 18:15:00,376.63,376.83,376.63,376.83,484
2022-10-05 18:10:00,376.74,376.79,376.7,376.7,2040
2022-10-05 18:05:00,376.92,376.95,376.65,376.76,20539
2022-10-05 18:00:00,376.9,376.92,376.86,376.92,9330
2022-10-05 17:55:00,376.77,376.88,376.75,376.88,3523
2022-10-05 17:50:00,376.77,376.79,376.75,376.75,1871
2022-10-05 17:45:00,376.67,376.79,376.66,376.77,3880
2022-10-05 17:40:00,376.77,376.85,376.7,376.8,30297
2022-10-05 17:35:00,376.96,376.96,376.75,376.76,20289
2022-10-05 17:30:00,377.0,377.0,377.0,377.0,382
2022-10-05 17:25:00,376.96,377.0,376.93,376.93,4376
2022-10-05 17:20:00,376.97,377.0,376.96,376.97,3087
2022-10-05 17:15:00,376.97,377.01,376.97,377.01,5444
2022-10-05 17:10:00,376.98,377.0,376.96,376.96,5389
2022-10-05 17:05:00,376.94,377.04,376.88,377.0,21199
2022-10-05 17:00:00,377.04,377.04,376.97,377.04,106079
2022-10-05 16:55:00,377.06,377.09,376.99,377.04,14599
2022-10-05 16:50:00,377.11,377.21,377.06,377.06,22160
2022-10-05 16:45:00,377.2,377.2,377.03,377.11,188133
2022-10-05 16:40:00,377.21,377.34,377.05,377.22,113362
2022-10-05 16:35:00,377.16,377.31,377.12,377.18,165309
2022-10-05 16:30:00,377.37,377.37,377.08,377.11,106711
2022-10-05 16:25:00,377.65,377.66,377.09,377.4,195983
2022-10-05 16:20:00,377.72,377.79,377.25,377.66,326134
2022-10-05 16:15:00,377.71,377.79,377.09,377.68,3330296
2022-10-05 16:10:00,377.52,377.76,377.0481,377.69,2619683
2022-10-05 16:05:00,377.1,377.8,377.07,377.53,1046450
2022-10-05 16:00:00,376.86,377.2855,376.47,377.15,4431301
2022-10-05 15:55:00,377.97,377.97,376.53,376.845,3102680
2022-10-05 15:50:00,378.41,378.64,377.88,377.9899,1646120
2022-10-05 15:45:00,378.33,378.52,378.06,378.41,1609542
2022-10-05 15:40:00,378.53,378.781,378.2,378.33,1288557
2022-10-05 15:35:00,378.52,378.86,378.44,378.55,1051499
2022-10-05 15:30:00,378.9801,379.0,378.445,378.505,899476
